Item,Quantity,Notes,Purchase link
Grove Beginner Kit for Arduino,1,Includes OLED, buzzer, button, rotary potentiometer, sound sensor, DHT20 temperature/humidity sensor,https://www.seeedstudio.com/Grove-Beginner-Kit-for-Arduino-p-4549.html
USB cable,1,For power and programming,
